Message	isRefactoring
worked on unit tests	0
Overhauled the framework:   Now performs connection recovery with the JMS server   No more exceptions with many to many join table   New preference format will provide more precise controls	0
Session	0
put integration test into the build	0
6718 Error ticks on non Java resources	0
Handle emails in distinguished folders	0
OOZIE 867 Unit test to account for log retrieval from multiple gzipped oozie.log files (mona via tucu)	0
one true libgdx version	0
Automatically detect the InitialContextFactory	0
First working TEXT echo thru the muxer (as test case)	0
MIgrated sample to maven	0
one big update	0
update	0
[PLINK 561]   Michal   Security Context and Level Support.	0
Start of the vector pool	0
Pass module to output listener methods	0
Instantiates Metric objects when State#resolveReferences() is short circuited	0
Bug 469377   Content assist inserts incorrect use statement	0
CDI working	0
module/repo setup	0
Implementing FEEL parser	0
SPR 7931   Checking for @XmlRootElement annotation should be made optional in Jaxb2Marshaller	0
HBASE 16984 Implement getScanner	0
ACCUMULO 1691 Support Thrift 0.9.1	0
Don't naturally let extensions overwrite core functions and events.	0
JBIDE 5108:JBossRuntimeManager has hard coded the configuration to default	0
BZ 1145731   Ambiguity in audit service classes (RuntimeEngine.getAuditService() not .getAuditLogService())	0
Eviction completed even though FIFO and LRU containers are just temporary and need to be properly implemented.	0
Finished basis for get_values function in persistance network.	0
Bug 517841: [9] Support Java 9 APT models	0
* Issue #10: The physical fonts are used to render texts. The texts are rendered.	0
updated tests to utilize temp directory	0
PLAT 5489   Direct manipulation of spot rate in scenarios	0
documentation	0
ACT 744: mgmt pages should only be accessible by an admin	0
Consolidated stuff and made up a 'hibernate proxies' tester	0
Treat any exceptions thrown by getStorageInfo in the same fashion as verification failures	0
Withstand remaining workspace weirdness	0
run project list fetching on worker thread	0
Command insanity;	0
Bug 313992: [xpath] [patch] XPath evaluation does not show results which are atomic https://bugs.eclipse.org/bugs/show_bug.cgi?id 313992	0
hz client switch to protocol	0
JBRULES 662 Make the TMS optional	0
reflection getter for dynamic column value in list	0
Support multipart	0
feed items	0
generate SQL for the case that multiple sub graphs should be queried at once	0
Be able to enable/disable RoleBasedPermission check from config: <security:role based permission resolver enable role based authorization   true  />. By default it is disabled.	0
[Bug 421374] allow orion.site.virtualHosts to specify scheme & port for vhosts	0
Make Backlog selectable	0
implemented the option to persist the measurements into a database	0
sketched out the start of a columnstore abstraction; investigating better ways of modelling financial apps	0
Static variables/functions declared in headers bug 180305.	0
More on Migration from hbm.xml to JPA 1.0 (Hibernate JPA 1.0 implementation. More details http://mifosforge.jira.com/browse/MIFOS 2696.	0
still working on association classes to ones in particular	0
work on preconditions allowing reference update when it's a unreferenced temp	0
Lazy loading first peek of PeekingIterator	0
SONARJAVA 1995 Selected yields on edges of exploded graph for exceptional paths (#1189)	0
info: rationalise logging	0
first integration test is done	0
new methods in Tile interface	0
Have the appender keep the delay and retry count	0
[BACKLOG 16946]   I want to pass advanced config properties to Kafka consumer (auto commit heartbeat etc.)(updated according to ux review) (#991)	0
Handle UiElements and libgdx particles between states.	0
upgrade to zk 6.0.2 using new @AfterCompose annotation hsql config	0
Centered all dialog windows	0
Implemented Melon/Pumpkin Stems Nether Brick Fence and Brewing Stand. Signed off by: Steven Downer <NinjaGrinch@hotmail.com>	0
ongoing config inport work	0
Port support for `@JsonDeserialize(contentAs ...)` from jdk8 module	0
translation of domain and display default and original translation	0
Wkb decoder with specified CRS.	0
JBIDE 3133 New icons for proposals in JSF/Seam Code Assist.	0
Computed effective ItemSessionControl now in TPMap	0
in fact all OpenID providers should have 'indirect' redirections	0
BACKLOG 389: mock grouper service; make integration tests work	0
[Misc] Although not required better use   setUp   so that it doesn't generate a   JUnit Spelling   quality check error	0
More work on scene management.	0
Standardizing on getWhere() not getWhereClause()	0
More DateTimeFormatterBuilder tests	0
working example for overwriting routes	0
swtbotext: support for downloading server runtimes	0
Expanded the array of allowed punctuation characters vastly.	0
YARN 1010. FairScheduler: decouple container scheduling from nodemanager heartbeats. (Wei Yan via Sandy Ryza)	0
Lastplay with resume	0
obtain data from db and display it	0
Using mockito's   argThat   instead of   any  	0
Makes sure that LESS files take precedence over CSS in HtmlGrid.	0
OOZIE 1539 Load more coordinator jobs eligible to be materialized in MaterializeTriggerService (mona)	0
Base entity interface Controller tests	0
Do not log business exceptions	0
initial revision of scheme feature	0
Unsupported nodes are now called unsupported IR nodes	0
Checking in to switch machines. Breaks build.	0
NMS 4603 make the pinger configurable in opennms.properties	0
bobs error handlilng wired in	0
guice connectors provides Guice configurations	0
Use System.nanoTime() instead of wall clock time	0
Support list of entities classes	0
XWIKI 3678: Justify not preserved when entering a new paragraph.	0
WIP case conversions	0
Miner thread and test	0
XWIKI 7435: Store the extension job status	0
WyC: updating documentation in flow type checker.	0
bit more streamlining	0
Java 1.5 conversion	0
Allow for cross server table sharing and allow for onboot cache populating to be disabled	0
SC#QCADOO 165 prepend back button to ribbon when redirected from other view	0
[#1958] Bad SQL rendered for OVER (ORDER BY [ some function ]) for SQL Server and Sybase	0
JBRULES 1633: Parse entire DSL file in one go rather than line by line.	0
Bug 283345: [Mac] Quitting Eclipse with Command Q shortcut should confirm or be optional	0
use person POJO for reflection performance showcase	0
host list is now working without frames	0
110924   Allow for providing a fallback cairo library for distributions without cairo	0
WIP FieldGloss management	0
still reverting....	0
Patch from Peter Brant	0
EHO 407 showing 'zero' bookings is optional (but not very pretty)	0
Initialize the Code Review and Verified approval categories	0
Initial assets and component sprite classes.	0
Start new handler.	0
DDF 161: OpenSearch source throws exception after viewing a record's metadata and performing another search via Search UI	0
Parsers	0
JBIDE 20679 NPE in Kb Builder when restarting eclipse after frozen UI	0
better reconnectioning	0
Bug 522328: [9] define default set of JDK modules on the module path	0
ConfigManager wraps commons configuration classes.	0
BISERVER 13014   Allow scheduling   and   Hidden   checkboxes are not imported properly	0
Same GUI layout is now used with & without database.	0
http://bugs.sakaiproject.org/jira/browse/CLE 27 All EB batch GETs are working and tested but batching over to other apps is not so easy	0
make sure the object is doing what is supposed to do	0
implemented all but constructor of contin could be broken	0
be smarter about displaying user annotations and details view	0
core: Use a new Cinder volume when running a stateless VM.	0
HIVE 5095: Hive needs new operator walker for parallelization/optimization for tez (Gunther Hagleitner)	0
CAMEL 9096: rest dsl   Reuse logic for matching best rest path to use	0
F2 can be started and stopped with the toolbar buttons in the F2 console page F2 CLI works in Eclipse (albeit inclomplete and with some quirks)	0
Revert   HBASE 16308 Contain protobuf references Gather up the pb references into a few locations only rather than have pb references distributed all about the code base.  	0
Updating JUnit test case	0
integrate getPageFeed()  > getFeed() #12	0
Some javadoc updates and mojo tests.	0
Bug 297438: Parameter defaults get lost in index.	0
Android: Slider	0
container for running benchmarks	0
HV 817 Introducing SafeHtml.Tag annotation to specify tags with attributes.	0
Allowing users to override the InjectorFactory used so that they can customize the behavior of runtime annotation processing for things like @PathParam @QueryParam @Form & etc.	0
Allowing saving of concept person attribute values on encounter forms   XFRM 171	0
Export LifecycleListener in the extension API	0
Dont show any content for deprecated profiles	0
DATAREST 230   Support for serving Alps documents.	0
db operate.	0
Start some reorg ready for SOAP CalWS	0
3.7.8.1: New Features: * Ready block	0
  GTNPC 32: Separated namespace from id in WindowContext.	0
new externals support	0
test tunings	0
Enable AB annotation in reference model pipeline. Incorporates patches from John Wallace to public github account	0
webadmin: setting destination cluster when importing glance templates	0
DefaultClassLoader   Should use applicationContextClassLoader from CamelContext as fallback	0
skeletion of Hazelcast KCV/Cache stores	0
Restore ParticleEffect scale when returning to pool (#4385)	0
OGM 342 Allowing to specify a specific WriteConcern implementation type	0
QPIDJMS 52 QPIDJMS 53: support the charset param in content type and treat messages with Data sections and common textual content types as TextMessage rahter than BytesMessage	0
Updates to support integration with JBoss' mod_cluster module for AS6 and EAP5.1.x	0
conflict with my other plugin	0
new version of the project running on spring configuration with JSF and HibernateJPA	0
[SUREFIRE 1185] single method test spews status of every single other test	0
size is reserved.	0
ROO 3624: Updating ObrManager to search wrappings and Jdbcdrivers	0
JBEHAVE 846:Allow meta filtering on example scenarios.	0
First full draft of AllPay	0
allow to choose query builder from combobox (first prototype)	0
Don't suggest NPN will be used when it might be ALPN.	0
YARN 3850. NM fails to read files from full disks which can lead to container logs being lost and other issues. Contributed by Varun Saxena (cherry picked from commit 40b256949ad6f6e0dbdd248f2d257b05899f4332)	0
Jangaroo 2: new build process Since Servlet 3.0 allows to put Web resources into a JAR under META INF/resources weno longer need a special (un)packaging for JavaScript files.State: compiles and tests are green (some EXML tests disabled that access ext as as aforward dependency!) save unit test mode (you have to skipTests in Jangaroo projects).	0
CAY 1319 Switch Cayenne configuration loading to cayenne di container	0
Continue reboot	0
Isolated user controller unit tests. Integrated user controller tests.	0
Basic recur hack for issue where wrong cons gets picked	0
  Bugzilla Bug (s) Resolved:	0
Soap faults extravaganza made sure we got them properly transmit them properly and return them properly. Should comply a bit more with the profile as well.	0
start implementing JMemInode and SeekableByteChannel	0
Use a special purpose Progress in the unit tests	0
make configuration bundles accessable	0
Initial cut of better exception handling in the UI.	0
5392 Eclipse dies without warning	0
Language code wrangling	0
more tests.	0
Implement TestingHttpServer and TestingHttpModule for use in unit tests	0
Handle choice parameters on the DerivedConfig.	0
Use type instead of guestType in network API response (just the way it was done in 2.2.x)	0
ResourcesPerDay now works with EffortDurations instead of hours	0
Support command methods without parameter if min/max0; Support command methods with string parameter if min/max1	0
More work in progress on the new translation system.	0
EST 417: more slimming down.Also made Properties#findPropertyByReference mandatory to return result...	0
just a simple hook to allow to populate any other bean than   this   from the request	0
SONARJAVA 388 super.run() should not raise issue for Thread.run() check	0
Streaming historic queries is no longer supported.	0
Solution for #41	0
The real first commit.This is now a working API for minecraft	0
TOMEE 2044 avoid singleton when we dont need it	0
more mixin and loads of other stuff	0
processing of zip entries	0
security: record su session	0
TaskQuota Second	0
upgraded zkclient dependency to com.101tec:zkclient:0.4	0
Narrowed cyclic dependencies down to entities and game packages	0
Further chest work	0
Updated testing system such that all types of test use the same base function for execution. All differences for the different types of test execution strategies are now located in strategy classes.	0
JERSEY 1667: Incorrect handling of file upload errors when temp files cannot be written	0
First commit of tests for cross product integration testing of quickstarts.	0
Query API exploration	0
Java8 ification tweaks and thread safety. Make sure Vert.x objects can be used from other threads   important in the embedded without verticle use case	0
tweaked the score	0
DataSource Work: Resulting from the fact that we couldn't render a list view without including the ID colum.In short it seems there is (currently) only one way to get control of column widths in one of our dataSource backed ListGrid based views.That is to override the ds fields with its own ListGrid fields (see ResourceSearchView for a working example).	0
Component docs	0
Fiji Updater: provide Checksummer with a method for command line usage	0
JGroups 3.0 upgrade. Convert tests from EasyMock to Mockito.	0
First pass at handling SAMFileReaders using a SAMReaderID.This allows us to firewall GATK users from the readers which they could abuse in ways that could destabilize the GATK.	0
HIVE 2599   Support Composit/Compound Keys with HBaseStorageHandler (Swarnim Kulkarni via Brock Noland)	0
event according to spec	0
new Descriptor: Calculate the Pi electronegativity. And tests.	0
Logger is working	0
Updated generator for GI proxy classes	0
ISPN 4760 Cluster registry doesn't work when rebalancing is disabled	0
Updated maven plugin to execute examples as tests	0
SaveContext now tracks when you are in an embedded collection. ValueTranslator now prevents you from trying to index something you can't.	0
Allowing rife to pass in an element	0
o Exposed methods to allow the Site Plugin to reuse the forking code for report mojos	0
XWIKI 14008: Navigation panel does not take into account the current page anymore	0
Append annotations from multiple calls to TypeName#annotated	0
Bug 499795 Provide API to select multiple markers in the problems view	0
Work on generating CloneVisitor	0
Support for picking shipping option on cart page	0
Landlords  > Help and some more implementation at help page	0
JBRULES 527: solving compilation problems	0
Operation implementation with tests	0
Another assault on style issues	0
Allow database driver to be specified in a runtime property   TRUNK 1922 Author: surangak	0
ACT 551   parsing ISO8601 recurring intervals + user guide	0
Bugzilla#281517 Rollbacked the aggregation behavior so that constants will be aggregated if function is specified. Wrapping the complex expression as new binding is set as the default behavior in query definition so that each expression can have a binding name.	0
Updates for code review	0
If abort itself causes exceptions pass original exception up.	0
userportal webadmin: new look and feel based on PatternFly	0
Bobo Query Scoring	0
Drop Named and implement BareLabelSource	0
Allow the same parameter to be shared between commands	0
Consolidated all src/cascade code into src/java/main	0
Authenticate /p/ HTTP and SSH access by password	0
Enable ConnectionLossManualTest to work in Automated Tests (#261)	0
Implementing the API for Drools 6	0
implement the previous functionality where a separate refreshChildren method gets called only for the browsed folder and not for the parent nodes.	0
small tweak to make hybrid url coding strategy a little bit more flexible	0
Copied SSOServiceURL to common	0
NMS 9455: BridgeTopology Discovery Mismatch after opennms restart	0
Linkd Lldp for cisco uses ifname	0
Basic use cases for merging BAM files with the new sharding system work.	0
HSEARCH 285	0
Set up CaseInsensitiveLocation delegation	0
HTTP/1.1 connections to provide an optional interface to upgrade their transport security and communication protocol	0
make CollectionAgent an interface with a default implementation and make it transactional (manually)	0
update to my crawlers	0
Game Of Life Pangool Example	0
ACT 60 grouping all deployment and process definition mgmt into RepositoryService and RepositorySession	0
switched to jna posix project	0
Faceting search and pagination on search and category pages	0
MAGNOLIA 3001 MAGNOLIA 2927 : Reviewed generics usage for info.magnolia.objectfactory.* and hopefully made it more useful MAGNOLIA 2553 : ObservedComponentFactory is now an an actual ComponentFactory (InstanceFactory) which returns a proxy of the observed objects   applied adapted patch	0
Unit tests	0
First version without implicit transaction in AbstractPrimitiveProperty#setProperty	0
upgrade to jena 3.2.0	0
core: Memory hot plug always starts with min. block	0
tuned the publish view display of invalid test and 0 point parts	0
Amending BookData to cater for different versifications.	0
support for deprecated functions after the function that calls it. support for reporting warnings for calls to functions that dont exists	0
abbyy multiuser works with CLI	0
Issue 280: instantiateVapp 1.0 now works but has a hard coded internal vapp network	0
Issue 15378: Project 1175: New engine API/task to return bookmark metadata (list of bookmarks with information)	0
ISPN 3880 HotRod Rolling Upgrades    use HR protocol of version 1.2 for inter server communication	0
deprecated methods with   skipInvalidZero   parameter (shall not be used no data mask shall be used instead)	0
updated encryption to sign using int value rather than alg	0
SONAR 7300 Display a proper message when id is missing	0
AST on reconcile	0
Update of GitSynchronizeData API	0
[MNG 4197] relocation doesn't work in trunk (rev 784345) Submitted by: Olivier Lamy	0
166233 Support for StartupMonitor	0
allow 409 on putBucket so it is compatible w/googlestorage	0
TEIID 3462 making the semantic version a proper concept for the version field	0
ISIS 1291: memento xsd schemas + utils; new command memento DTO for Command#memento updated background service background execution;new PublisherService	0
update upstream deps	0
implemented TreeAdaptor and visitor pattern	0
savedSearches now testable without twitter connection	0
JBRULES 2351 OSGi Ready  Getting things compiling again.	0
First draft of register template using image store.	0
toward better serialization contract support in sublists	0
Read scale and precision from raw decimal bytes.	0
WELD 1736 Session bean's subclass constructor used for building interception model	0
HBASE 14227 Fold special cased MOB APIs into existing APIs	0
assignment of the collection traversals now available.	0
Fully implements core ModelService functionality	0
MAGNOLIA 4055 Port to trunk.	0
Loop detection in getNewCounterModel.	0
get the GUI wokring again	0
TMITIFF: Faster LZW encoder.	0
PT2113: Implement VocabularyInputTerm	0
iocipheruse chat id as identifier for vfs	0
NMS7918: slow topology bridge discover	0
one to one initial work	0
HBASE1067 TestRegionRebalancing broken by running of hdfs shutdown thread	0
Better validation	0
Further TDB2 refinement	0
Worker Complete	0
Full functionality for cuboid enter/exit smart event	0
JBIDE21034enablement error on new runtime detectors	0
Ctrl+Shift+Space for simple method call	0
OAuth2 implicit services may also need the request preprocessing	0
Update to make dependency on org.eclipse.ui.editors.text optional in org.eclipse.ecf.presence.ui and org.eclipse.ecf.ui plugins.This allows them to be used in small environments (e.g. RCP).	0
Issue #207Support javax.websocket version 1.1	0
EventHistory: migrate to imagej.event package	0
Provide templates for header and footer to site label can be just a site label (D5909) + Unit test coverage (B07796)	0
update component common code adjust MUC code	0
[misc] Make sure the builtin table editing feature is disabled after the rich text area has finished loading.	0
[ISPN234] (Serialization exception thrown if objects in distibuted cache do not implement the serializiable interface) Handle Throwables other than Exceptions too i.e. OutOfMemoryError.	0
JBIDE21425 Server adapter wizard: Finish button should be disabled in page which contains connection selection	0
Initial commit for advanced_transformation	0
first draft	0
Bug 134394: Update RCP tutorial code to match articles. This involved refreshing the projects with the contents of the zip files that came with the articles.	0
[MIFOS4350] Acceptance test automated	0
Mavenize Multi_Kymograph	0
visual studio link in lines	0
Switched Menu to the protocol.351945: Migrate widget LCAs to write JSON responses https://bugs.eclipse.org/bugs/show_bug.cgi?id351945	0
integration tests now point to private endpoint not public one	0
[UF443]Header and Footer should support Errai UI (#615)	0
DDF1041updated KMLTransformerImpl to generate HTML for all attributes instead of a subset	0
[GSCOLLECT926] Implement Synchronized Object Primitive Map	0
server picker works on new model	0
Set up full dependency cache.	0
Unify batch script interpreters	0
Bug 505842[generic editor] Test failure in HoverTest.testHover	0
SWITCHYARD1266 soften appearance of the figures in the editor	0
Return values from mixins in 1.3.x way #85	0
Update Maven CG plugin to consistently print via Maven log	0
[JBRULES3263] jit arguments preparation for constraints evaluation	0
[GEOT3468] ID function was not updated to the new function api	0
Use   lineRate   and   branchRate   here as well.	0
dedupe code in FedoraTransactions and fail earlier in commit/rollback actions where there is a nonempty path	0
Optional automated propagation of credentials to ETL process	0
ISPN2766 Adapt JSR107 notification model to Infinispan's listeners	0
Uses global library namespaces to find elements like datasource/dataset and embedded images.	0
Making doc vectors use external IDs (path or filenames) rather than Lucene's internal integer IDs throughout.	0
Bug 87447support projectspecific user settings	0
CORE1126 checkSum is OSdependent	0
Full indexing with filtering rules support	0
Flashing progress view nearly working	0
Updated TestSuite	0
Disable a flapper for now.	0
[SHRINKWRAP194] Start work on TAR.GZ Importer centralize Importer API	0
JUnit tests for frames and Javadocs	0
Array deltas use ArrayMask for field/entry masks.	0
[cassandra2] Only test on Java 8+	0
various	0
Proposal for the archetype default configuration	0
Trac #21: Code coverage for static initializers in interfaces.	0
Bubble display	0
Making the tests more reliable by having the datadirs in target/... instead of a tmpfolder. This way the AUTO_SHUTDOWN option actually works.	0
Execute tests via class path filesystem or process launcher	0
does not display already accepted suggestions ; works with group relations.	0
scan local maps and themes earlier to make preference work	0
ACT157: Trying to teach svn uppercase. and failing. again.	0
Approved by tarus/jeffg/david(?)@	0
discovery implemented	0
NMS6847 make the smoke tests more resilient	0
up max number of connections allow command line customizability	0
implement DocumentDigester	0
overlall assembly as landed	0
first steps towards release 1.2.1	0
Bug 133881Make refreshing after building optional	0
[JENKINS26583] More tests	0
ERXWONumberField was in the wrong package	0
Directory Layout	0
[ISPN431] (Config files should not require XML namespaces as defaults could be assumed)	0
You can now resize the browser size and the screenshots in the reports using the thucydides.browser.width parameter.	0
Config migration from   request   to   ticket  . Proceed with caution.	0
AVRO762. Java: Bug in BinaryData.compare() with offset comparison.	0
CatVariants now handles BCF and BlockCompressed VCF	0
Update sp	0
Using SO terms for effect annotation.	0
BZ 730335The system properties are now actually enumerated so that no other property names are possible. The values are validated at 2 places. Directly during the insertion to the SystemSettings map when a basic validation is done and then while persisting the values in the SystemManagerBean where more thorough validation is done.	0
Dont use iterator meshpart.equals and untransformed node bounds	0
audit history: revisit the way we generate entries	0
Resin support	0
Partially update TrackPainter to shader rendering	0
[NTI] Convert CheckAccessControls to be able to run with NTI.	0
Covered the expected situations	0
MONDRIAN: Integrate from 3.0 branch @11371 (disable triggers).	0
[#775] Automatic reattaching after deserialisation does not work when used with .fetchLazy()	0
Further along in the migratrion	0
paving the way towards updating data from multiple sources	0
Maven setup	0
SONAR6555 Drop design related features on batch side	0
Further fine tuning (e.g. like looking for proper naming in the execution stuff)	0
Running simulation in steps and more testing.	0
Initial check in with routing logic for category urls templates and default categories.	0
Standardize how inventories are dropped when an entity dies.	0
First module: audit	0
[PAXEXAM503] Checkstyle	0
working on composite parser	0
HBASE7055 port HBASE6371 tierbased compaction from 0.89fb to trunkrevert for further discussion	0
[#3872] Emulate MEDIAN(x) via PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY x) in PostgreSQL 9.4	0
AbstractGeoDnsService now prefers HostGeoInfo defined on the entity/location (including inherited) rather than inferred from hostname/IP and is more aggressive about picking public IP info when available	0
Candiacies in academic office more complete	0
Spring batch continue (Admin failed)	0
Use Http message interface object	0
Make cucumber.options append list values rather than clobbering. Scalar values are clobbered. Filters (tags names lines) clobbers previous filters (treated like a scalar). See #388.	0
Noarg constructor uses wellknown conventional name for part.	0
Restored to enum types.	0
Transfer the compare method for interest rate curve sensitivity to a test util. More test coverage for FX instruments.	0
Implemented others actions and injection object engine in actions	0
@bug W2103924@ Global access is not enforced for aura:event	0
JBPM5896: Case RolesOnly display Unassigned label if there are no assignments for the current role (#694)	0
Tool script work	0
MAGNOLIA3602 Port of r45241	0
Get some more tests working	0
Massaged the contribution from @andrewgaul.	0
SONAR5634Implemented facets as sticky (multiselect) facets for RuleIndex	0
Working an Aardvark & IntelliJ integration	0
DATAREDIS401RedisCacheManager should operate on RedisOperations.	0
local variables	0
XWIKI9845: WikiStream XAR input fail to parse StaticListClass object property	0
Cloud tests work (but they fail)	0
MetadataRecord: reusing the input factory (cherry picked from commit 887f865784e73799c03333625fdd72dafb229d13)	0
make underlying async connection the public async interface	0
update and deploy to 1.21RC2SNAPSHOT	0
all tests now pass	0
explicitelly forget block requests by peer.	0
Issue number:MOD47 CacheFlushAttributes are optional now.	0
new ConstrainedRequest with return type support.	0
windows escape support	0
elmo testing	0
Directory monitoring no longer requires a project.	0
[issue:2198] GUP intermediate commit	0
unit test for issue #3047 (throws exception in case of noncomparable)	0
Update according to comments	0
basic .dbc file parsing working	0
commodity forwards	0
Implemented .Call() and invisible()	0
Don't allow maps to override Map methods.	0
FEATURE: pictures functionality had been implemented.	0
DVONE2770 Do not check LB tables when doing futureRollbackSQL	0
Customizable field labels (only for Coordinate attribute right now)	0
Backporting convert Global Property column to varcharTRUNK2644 Author: sunbiz	0
revamped user helper/category helpers to consolidate implementations	0
Support for VisualVM 1.1	0
SWS351Arbitrary parameter injection for @Endpoints	0
mostly complete migration from hibernate to jcr for user accounts:	0
Update spring 3.2.3 to 3.2.4 spring security 3.2.0RC1 to 3.2.0RC2 spring data commons core 1.4.1 to 1.6.2	0
[compiler] making the annotations working again {test:passed} {{10hrs}}	0
Serialize only serializers supporting the content types given by @Produces/@Consumes	0
Updating to accept/process File for script based resources.	0
Better config parsing	0
Ensure HEAD on external binary content responds with redirect (#1092)	0
started migration of the code to ProjectFormatbased algorithm	0
support for selectboxes for values in the provisioning UI	0
Repackage randomizer classes into com.swoop.util.random	0
[ENG102] Avoid walking the graph of fragmentsiterating over the set of all fragments is equivilant.	0
Still working on unit testing	0
use byNodesCoords instead of constructor	0
closing main part of feature #4277	0
All export features take canvas bounds into account.	0
Initial work	0
Use the tagexpressions library.	0
CAMEL8790: Kafka producer hard coded to use Strings. Thanks to Mark Mindenhall for the patch.	0
Generate debugging information if we approach too many iterations	0
started new Advertisement Test	0
Writing table interface	0
cql examples in progress	0
pagination work	0
Bug 246875[About] allow for an extensible About dialog	0
Prepare CEO REST interface (work in progress)	0
switched to e4view extension point	0
WONDER436 This patch provides the developer without the ability to securely store and serve attachments from amazon s3	0
make it possible to override the templating behavior of template functions	0
GEOT4940: ImagePyramidReader time dimension does not work in Geoserver	0
draw tank through precompiled list	0
VIREO103: Managers may update all field labels and sticky notes (the student side)	0
Made configuration reader ignore Dataonly indexes.	0
Rules can now find subsumption between rules.	0
Toby's Spring 1.4 done	0
wip BrokerClientPublishSubscribe Acknowledge	0
Use default selection instead of keyboard	0
HBASE6501 Integrate with unittesting tools of hadoop's metrics2 framework	0
Consolidation of ebRIM class names.	0
[SPARK9411] [SQL] Make Tungsten page sizes configurable	0
Started converting the client to maven.Making it easier to work with as well...hopefully.	0
JETTY910 Allow request listeners to access session	0
test join&fetch state	0
[BZ 1034512]Update Group Metric Graphs to be more like new Resource Metrics Graphs	0
Test for api warning	0
[QA9823] Avoid using external ID hashcode with inmemory cache properly use it with database queries	0
slimmed down to bare necessities	0
make C.uniq accept Iterable instead of Collection	0
Support for authint qop (quality of protection) option in Digest auth scheme	0
make sure getZoom returns the expected zoom level	0
Working but a few annoying bugs.	0
adjustments to latest HEAD of rescue branch animate to new center	0
Bug 84738[Themes] Current theme preference should be made public	0
base application activity ??	0
sorry this is part of previous commit:   HSEARCH225 resolved  	0
HIVE14506 : TestQueryLifeTimeHook fail (Hari Sankar Subramanyiam via Chao Sun)	0
Reuse ApplicationEventMulticaster	0
EHV87 comment is updated whenever a moderator updates hours	0
dynmap methods	0
handle cached sessions that have expired	0
webadmin: Select english when browser is other locale	0
SONAR6517 apply feedback	0
spectrum view development	0
Update tests in worker service handler to block service handler.	0
QUA23 first commit: radio selection persistency no open answer yet.	0
More progress but still no green bar.	0
Always store indomain URIs are reference properties and serialize them in the current HTTP context	0
Pretty translation handles ifs	0
Unit tests done	0
Scenarios are marked as failed when @Before or @After are not fully passed	0
Support all Configuration for Frameworks	0
Resolved bug 307194: [Theming] Provide extension point for contributions to themes https://bugs.eclipse.org/bugs/show_bug.cgi?id307194	0
446rule description in graph (#1062)	0
[KARAF4708] Properly handle cluster bundles in Resolved state i.e. trigger stop for local one only if it is currently Active	0
Pass ClientMessage instead of storing it	0
ScmChecker must process the output of the commands to avoid a deadlock	0
DROOLS987Errors in Phreak under heavy and multi threaded load (#611)	0
HV1463 Using external classloader in DefaultLookupScriptEvaluatorFactory if present	0
Reenable the test to analyse all of the rt.jar. Let's see how it goes on Travis.	0
Bug 94164[Undo]Action handlers should provide progress monitor for sharing by operation approvers	0
F0Graph (and thus MultiDisplay) now use the more robust F0TrackerAutocorrelationHeuristic.	0
TEZ910. Allow ShuffledUnorderedKVInput to work for cases other than broadcast. (sseth)	0
A place to display data streams available in a session	0
complete async floatingpoint number parsing	0
Teacher and Delegate reports available in public ExecutionCourse pages	0
ISPN6234 Remote Iterator resumes from wrong segments after failover	0
ensure UTC can be used where GMT is	0
Implement builder for mp vcpe template (without static route).	0
VPC: apply firewall ACLs as a part of VPC router start/restart and VPC network implement	0
Allow relative paths in eventfile entries within eventconf.xml.	0
JBRULES1498 Thead safe partitioning of WorkingMemory entry points Made ObjectTypeConfigurationRegistry and EntryPointNode transient on AbstractWorkingMemory	0
[jersey] configure jackson to use rfc3339 dates	0
224121 BIDI3.4:HCG Print dialog is not mirrored completely	0
data providers and list models for cayenne	0
search analysis process	0
AES tests now passing.	0
new logic of join elements by type process;	0
options for the type checker	0
CAY1706 Build support on JDK 1.7	0
Basic support for Bioharness	0
JETTY1324 Tested not using CESU8 instead of UTF8	0
Request Response ?? ??	0
Easier way of checking if event is disabled.	0
Summary: Filter .svn Extension in Library ExplorerAfter saving the report the library explorer should not refreshed automatically and close all the hierarchy	0
intermediate step	0
Converted cacheName to cacheId and userGivenCacheName to cacheName	0
Support block durability. Bump version number	0
Equalization: user can specify processing version because there are so many different processing versions in the wild	0
support for custom key bindings	0
main scheduler functionality in Provisiond update	0
ISPN701: New JDBC implementation that allows venderspecific SQL.	0
Make it easier to write a Transformation by implementing the deprecated method in AbstractTransformation.	0
Switching to use Text instances where possible	0
SPR4359 the 'scheduling' namespace is now 'concurrent'	0
Test RandomDataProviderStrategy with variable collection and map names	0
SONARJAVA1881 ignore annotated methods (#1066)	0
SHRINKWRAP140 exclusions as string coordinates	0
More stabilization of memorize transaction	0
Started on new public MVC controller.	0
CHRON37 Support listening without saving a copyVanillaChronicle	0
work in progress	0
Completed some modest tweaks to new Data Matrix code based on IntelliJ suggestions	0
Abstracted SymmetryMessageBodyWriter tests away from HTML content type	0
smarter queries for other types	0
Building is pretty much done!I think.	0
a number of efficiency measures that have a significant impact on GC under load	0
Arquillian container no longer uses Jetty/Servlet uses Forge ServiceRegistry API	0
Better Starters and custom graph	0
Trying to complete between modules	0
about time to checkin	0
jetty9 jettyplugins is now able to handle multiple repositoriesmci	0
Support security services	0
TIKA474Do what we can with MP3 files where the ID3 header is truncated	0
Include nested failures in the gerrit comment.	0
